id,mean_NNMF1,mean_NNMF2,mean_NNMF3,mean_NNMF4,mean_NNMF5,mean_NNMF6,mean_NNMF7,mean_NNMF8,mean_NNMF9,mean_NNMF10,mean_NNMF11,mean_NNMF12,mean_NNMF13,mean_NNMF14,mean_NNMF15
2792,-0.072401,0.146806,0.011105,-0.209745,-0.112901,-0.067071,-0.131572,-0.016827,-0.175817,-0.09362,-0.141397,-0.122625,-0.170014,-0.051268,-0.036815
2823,-0.091475,-0.116156,0.043751,-0.033788,-0.155415,0.001808,0.094105,-0.125618,-0.116449,-0.119028,-0.081803,-0.100209,-0.173362,-0.125021,-0.084444
2864,-0.064272,0.096448,-0.034675,-0.169476,-0.082177,-0.173016,-0.125802,-0.087919,-0.083642,-0.123608,-0.096954,-0.091049,-0.177759,-0.073129,-0.070605
2877,-0.03681,0.242497,-0.000608,-0.057146,-0.093307,0.052512,-0.097136,-0.005889,-0.021572,-0.140904,-0.004679,-0.058664,-0.173677,-0.018987,-0.049125
2891,-0.119727,0.178804,0.020685,-0.010486,-0.054397,-0.200745,-0.264134,-0.108424,-0.286659,-0.31948,-0.202688,-0.131623,-0.139854,-0.147331,-0.075253
2911,-0.108627,0.363462,-0.014896,-0.112248,-0.077084,-0.119612,-0.11232,0.02907,-0.171062,-0.314223,-0.095722,-0.125827,-0.14888,-0.100103,-0.233669
2925,-0.111337,-0.03942,-0.001191,-0.020107,-0.069613,0.114969,-0.055014,-0.246648,-0.17711,-0.145371,-0.141131,-0.155663,-0.216323,-0.117161,-0.143866
2957,-0.116436,0.20742,-0.115828,-0.137431,-0.021908,-0.220291,-0.082276,-0.101994,-0.303418,-0.250622,-0.196808,-0.209263,-0.17524,-0.079719,-0.172367
2984,-0.152704,0.028021,-0.178853,-0.189134,-0.151094,-0.114903,-0.247413,-0.156654,-0.097698,-0.295639,-0.133587,-0.252973,-0.163829,-0.221688,-0.113485
2998,-0.153335,0.118799,0.045887,-0.114625,-0.27738,-0.146032,-0.13958,-0.116025,-0.159211,-0.203331,-0.191865,-0.192182,-0.205314,-0.161667,-0.234093
3050,-0.109624,-0.020633,0.049801,-0.126487,-0.199532,-0.012116,-0.23338,-0.169903,-0.028637,-0.157726,-0.151792,-0.137202,-0.116136,-0.108997,-0.182163
3067,-0.120397,-0.15545,-0.050385,-0.200242,-0.262584,-0.048167,-0.188085,-0.041049,-0.200627,-0.209929,-0.178876,-0.115569,-0.227345,-0.100565,-0.131686
3088,-0.10018,0.119169,-0.080426,-0.183074,-0.139847,-0.024202,-0.187032,-0.08514,-0.215428,-0.152665,-0.100076,-0.010949,-0.089886,-0.086488,-0.073132
3095,-0.075276,0.078538,-0.055954,-0.147075,-0.070336,-0.009939,-0.012578,-0.130036,-0.046676,-0.173789,-0.131443,-0.052117,-0.057128,-0.072341,-0.083906
3108,-0.100989,0.076806,-0.028759,-0.130123,-0.08221,0.09774,-0.096526,-0.184835,-0.100104,-0.1277,-0.161711,-0.213481,-0.252132,-0.039639,-0.141439
3152,-0.150515,0.129113,0.000641,-0.267381,-0.117223,-0.178359,-0.062991,-0.222099,-0.287663,-0.273936,-0.229747,-0.272208,-0.144598,-0.212206,-0.204659
3166,-0.181297,0.002318,-0.158609,-0.249974,-0.233046,-0.146241,-0.349022,-0.149344,-0.396637,-0.303657,-0.278972,-0.220398,-0.28256,-0.163165,-0.12793
3193,-0.175641,0.082069,-0.083462,-0.082389,-0.166853,-0.207,-0.312954,-0.260748,-0.261132,-0.269086,-0.228606,-0.160649,-0.161537,-0.079217,-0.238876
3239,-0.12945,-0.058937,-0.154554,-0.126423,-0.27766,-0.157428,-0.202322,-0.147847,-0.228541,-0.17811,-0.260891,-0.071073,-0.178575,-0.10226,-0.214168
3255,-0.129389,-0.032873,-0.044135,-0.123544,-0.245651,-0.214739,-0.127337,-0.185795,-0.079138,-0.154492,-0.165464,-0.220794,-0.145367,-0.13092,-0.185241
3262,-0.168542,0.175882,0.032428,-0.142256,-0.149161,-0.096771,-0.125539,-0.144167,-0.217841,-0.23581,-0.178669,-0.164025,-0.168223,-0.232763,-0.103554
3321,-0.097166,0.015444,-0.17942,-0.062118,-0.245965,-0.122791,-0.173684,-0.018705,-0.115363,-0.129698,-0.209388,-0.130334,-0.141229,-0.106371,-0.150965
3333,-0.057011,0.085032,-0.085609,-0.075846,-0.184115,0.135397,-0.046381,-0.023267,-0.078683,-0.140313,-0.110732,-0.056602,-0.178886,0.042599,-0.094757
3346,-0.035506,0.105135,0.08747,-0.125528,-0.019259,-0.113555,-0.117045,0.019776,-0.146127,-0.00134,0.013764,-0.072157,-0.124596,0.022356,-0.08378
3370,-0.131969,0.043596,-0.046349,-0.064649,-0.339237,-0.037952,-0.14951,-0.139434,-0.201154,-0.242999,-0.202976,-0.077763,-0.140168,-0.220735,-0.160527
3399,-0.047913,0.095496,0.017447,-0.156692,-0.062682,0.007108,0.003317,-0.024879,-0.083932,-0.140136,-0.000095,-0.03581,-0.145278,-0.087709,-0.047178
3410,-0.074694,-0.008586,0.194583,-0.231566,-0.125029,-0.067437,-0.086318,-0.064703,-0.151594,-0.087807,-0.140425,-0.185144,-0.117826,-0.065638,-0.062699
3438,-0.075359,0.07164,0.073495,0.000183,-0.216272,-0.092969,0.013113,-0.009918,-0.14978,-0.125145,-0.110397,-0.051183,-0.111482,-0.081411,-0.036356
3449,-0.202369,-0.179111,-0.076851,-0.240427,-0.235441,-0.181564,-0.232022,-0.258533,-0.339777,-0.324163,-0.2529,-0.317289,-0.282985,-0.230927,-0.141834
3451,-0.064096,-0.123526,0.040541,-0.098236,-0.147151,-0.093297,0.009416,-0.135582,0.015797,-0.021071,-0.111488,-0.062265,-0.070996,-0.105097,-0.080248
3463,-0.106004,-0.045858,-0.109361,-0.126593,-0.162528,0.011805,-0.087121,-0.112702,-0.207028,-0.198035,-0.160206,-0.056249,-0.247148,-0.083106,-0.15233
3475,-0.17707,0.219727,0.043165,-0.159329,-0.243606,-0.222408,-0.311184,-0.246705,-0.240106,-0.12935,-0.106129,-0.216268,-0.219912,-0.199893,-0.15361
3505,-0.057852,-0.084678,0.147391,-0.08446,-0.093669,-0.00263,-0.095184,-0.077296,-0.176538,-0.041977,-0.066061,-0.004507,-0.047909,-0.056313,-0.048897
3542,-0.055478,-0.054331,-0.038569,-0.063768,-0.166416,-0.087226,-0.137104,-0.133712,-0.00869,-0.132221,-0.017014,-0.025787,-0.087738,-0.059566,-0.105249
3577,-0.10048,0.036672,-0.021927,-0.065504,-0.266724,-0.052146,-0.124653,-0.150554,-0.196553,-0.232606,-0.137721,-0.083919,-0.120141,-0.123989,-0.075879
3589,-0.050777,0.150816,0.07065,0.029017,-0.013633,-0.077848,-0.131606,0.03662,-0.07729,-0.027273,0.048084,-0.063655,-0.16179,0.055773,-0.079877
3591,-0.096228,0.163278,0.066572,-0.044314,-0.090852,-0.018483,-0.146946,-0.109696,-0.168134,-0.085366,-0.064956,-0.152153,-0.180038,-0.107571,-0.029031
3603,-0.108807,0.065402,-0.015035,-0.068552,-0.14914,-0.130553,-0.164739,-0.157574,-0.279352,-0.184737,-0.144048,-0.139331,-0.195925,-0.128413,-0.050638
3611,-0.132902,0.111831,0.074538,-0.090191,-0.150404,-0.06516,-0.215914,-0.180398,-0.26839,-0.231301,-0.128447,-0.233391,-0.287318,-0.112655,-0.149168
3625,-0.101729,0.230721,-0.085762,-0.006943,-0.117099,-0.034113,-0.007558,-0.023913,-0.145474,-0.112559,-0.128924,-0.121243,-0.208502,-0.102033,-0.069257
3657,-0.066255,0.040819,0.010611,-0.096137,-0.174669,0.032714,-0.057905,-0.008088,-0.15396,-0.135132,0.001194,-0.099347,-0.177971,-0.108181,-0.089458
3669,-0.048309,-0.009331,-0.065858,-0.075084,0.054268,-0.048599,-0.019909,-0.111006,-0.069241,-0.063899,-0.066603,-0.04565,-0.078349,-0.065558,-0.052439
3676,-0.099597,0.132169,-0.081222,-0.008895,0.028378,-0.058129,-0.054052,-0.013339,-0.215006,-0.196554,-0.106714,-0.136057,0.022937,-0.147221,-0.056638
3684,-0.063951,0.219132,-0.057814,0.10413,0.067216,-0.105172,-0.10167,0.046279,-0.10091,-0.168374,-0.0368,-0.068833,-0.054987,-0.095859,-0.035878
3698,-0.099822,0.223441,-0.117904,-0.204866,-0.16444,-0.11378,-0.17407,0.117213,-0.100511,-0.148945,-0.012051,-0.104126,-0.070975,-0.1736,-0.077323
3759,-0.062399,0.231016,-0.001311,-0.154295,-0.070246,-0.083548,-0.174632,0.001519,-0.044082,-0.020018,-0.032789,-0.113408,-0.120392,-0.060344,-0.013897
3761,-0.079295,-0.007545,-0.035261,-0.071607,-0.122787,-0.098186,-0.237344,0.043223,-0.025314,-0.003529,-0.075703,-0.001114,-0.013148,-0.065555,-0.086904
3772,-0.125452,0.331877,-0.089848,0.004067,-0.235282,-0.119396,-0.200466,0.00613,-0.156168,-0.133631,-0.031253,-0.120562,-0.17749,-0.148204,-0.148491
